Timestamp;By;Title;Price;Desc
12/30/19, 12:50 PM;Jmc Malang;LAPTOP;Rp2,300,000;Acer Aspire A750 Sandybridge Mulus Istimewa
12/30/19, 12:14 PM;Christian Hendra Yuwana;GAMING HP 14-AC122TX i3 Broadwell (5th Gen) DUAL VGA;Rp3,800,000;Laptop Gaming HP 14 Broadwell ( 5th Gen ) Kondisi All Normal,Mulus,Dual VGA. Spesifikasi Intel Core i3-5005U @2,0GHz ( 4CPU ) RAM 4 GB DDR3L HDD 500 GB...
12/30/19, 3:42 PM;Jmc Malang;LAPTOP;Rp4,000,000;Asus Vivobook X555BP AMD A9 (7th Gen) Dual VGA Disrate Garansi Jalan
12/30/19, 11:54 AM;Christian Hendra Yuwana;ASUS GAMING VIVOBOOK X555BP A9 ( 7th Gen ) LIke New;Rp4,500,000;Asus Vivobook Keluaran Terbaru,Msh Garansi Resmi sampai 2020. Kondisi all Normal,Mulus,Istimewa. Spesifikasi AMD A9-9420 @3,6GHz (2CPU,3GPU) RAM 8 GB DDR4 HDD 1TB...
12/30/19, 9:41 PM;Indra Indra;Acer;Rp1;Acer 4738 Intel Core i3 M330 Intel HD Graphich Hdd 320gb Ram 2gb...
12/31/19, 2:39 AM;Ivan Jaya;Laptop Asus x401u;Rp900;Laptop asus x401u Kondisi mulus Batrei msh awet 3 jam layar bening ,Ram 2gb hdd 320 gb
12/31/19, 9:50 AM;Ari Sutha;Acer E11 ES1-111;Rp1,500,000;Intel celeron N2840 Intel hd graphics Ram 2gb Harddisk 500gb
12/30/19, 8:30 PM;Manggolo;Casing Lenovo G470 Dell N4030 Samsung NB250;Rp350,000;Dijual casing set
12/30/19, 9:35 PM;Dita Komp;Jual Printer HP Color;Contact Seller;Jual Printer HP Color Laserjet CM4540 MFP Murah Kualias Terbaik 082246029308 ayoo merapat cek spuasnya dijamin printer bagus dan hasilnya nyata memuaskan...
12/30/19, 9:42 PM;Dita Komp;JUAL Mikrotik RB;Contact Seller;JUAL Mikrotik RB 450G
12/30/19, 6:50 PM;Zhar View;Kesing laptop asus A455LJ / X455LJ;FREE;Kesing laptop asus A455LJ / X455LJ...350 Lcd lusning slim pin 30... 450 Keybard ok Kabel flexibel lcd... 150 Kipas dan pendingin... 150...
12/30/19, 7:16 PM;M Bastian Ogie;Laptop;Rp2,888;Di jual gan.
12/30/19, 7:38 PM;Syafrizal;Mobo Acer E1 431 NORMAL PERAWAN;Rp12,345,678;Mobo Acer E1 431 intel Inside normal prwan + kesing fullset + Kibod normal + dvd + Ram 1 gb 2 keping
12/30/19, 6:10 PM;Jayen Bight Shotting;Laptop ASUS Fulset Dus + PES 6;Contact Seller;Windows 10 pro 64 Bit VGA Intel HD Ram 2 GB HDD 500 GB
12/30/19, 6:45 PM;BerkahKomputer;;;*** GRUP BERBAYAR KHUSUS TEKHNISI LAPTOP/NOTEBOOK *** ..
12/30/19, 7:10 PM;Shadowfall;PC Editing Murah Meriah Core I5 SSD 120GB Dan HDD 500GB;Rp2,800,000;H A R D W A R E -Motherboard H61 new -Processor intel i5 3470S ( tray / used garansi 1 tahun ) -MEMORY / RAM 8 GB DDR3 new -SSD 120 GB apacer / Adata / Lexar new...
12/30/19, 4:23 PM;Dwi Sutrisno;;;"Ready ... Led 14"" tebel 4ekor @300rb"
12/30/19, 4:01 PM;Jokul Leptop;Kesing Hp Pavillion G4;Rp1;Jual kesing Hp pavillion G4
12/30/19, 5:21 PM;JualbeliNotebook SegalaKondisi Malang;Laptop : Lenovo G40-45 Harga 2.400.000;Rp2,400,000;Laptop : Lenovo G40-45 Harga 2.400.000
12/30/19, 3:51 PM;JualbeliNotebook SegalaKondisi Malang;Laptop : Asus TP201SA Harga 2.500.000;Rp2,500,000;Laptop : Asus TP201SA Harga 2.500.000
12/30/19, 10:27 AM;Indra Indra;Lenovo;Rp1;Lenovo G40 Intel Celeron 2957 Intel HD Graphich Hdd 500gb Ram 2gb...
12/30/19, 1:31 PM;Devy Masterduapky;unit asus e202;Rp850,000;Mobo Normal Led pecah Batt normal 2/500 100% Key error, Unit only, no adaptor ...
12/30/19, 12:35 PM;Rifan Rifan;Casing Laptop Asus X453M fullset;Rp300,000;Kondisi fisik kemulusan 95% Engsel ok aman kokoh bukan bekas repair
12/30/19, 2:18 PM;Indra Indra;;;TETELAN.!!! Hdd 500gb HGST/Toshiba : 100%/90% Hdd 320gb Hitachi : 72%...
12/30/19, 1:16 PM;Sarah Msi Pangkalan Bun;;;No minus X441B Amd a4 4/1tb
12/30/19, 11:15 AM;Indra Indra;;;Toshiba C640D AMD E-450 AMD Radeon HD 6320 Graphich Hdd 500gb Ram 2gb...
12/30/19, 10:58 AM;Indra Indra;;;Toshiba C460D AMD E-450 AMD Radeon HD 6320 Graphich Hdd 500gb Ram 2gb...
12/30/19, 2:10 PM;Endy Aries Kurniawan;Hp folio 9480;Rp3,500,000;Hp elite book Folio 9480m Proc intel core i5 gen 4 haswel Ram 4gb Hdd 320...
12/30/19, 1:57 PM;JualbeliNotebook SegalaKondisi Malang;Laptop : Asus X450CC Harga 3.200.000;Rp3,200,000;Laptop : Asus X450CC Harga 3.200.000
12/30/19, 1:38 PM;JualbeliNotebook SegalaKondisi Malang;Laptop : Asus X441NA Harga 2.600.000;Rp2,600,000;Laptop : Asus X441NA Harga 2.600.000
12/30/19, 2:18 PM;Kai Kyo;Sparepart Laptop, Notebook, Macbook berkualitas;Rp123;Update Sparepart Laptop/Notebook dari Centra Computer
12/30/19, 12:00 PM;Ezif Fahmi Eza;OBRAL AKHIR TAHUN Gan;Rp1,234,567;OBRAL AKHIR TAHUN Gan,,,,
12/30/19, 9:09 PM;Fitra;Laptop;FREE;Di jual Laptop toshiba satellit c640 Mash bagus Keyboard dan casan tdk ad Ram 4gb...
12/31/19, 2:34 AM;Ivan Jaya;;;Laptop asus x401u Kondisi mulus Batrei msh awet 3 jam layar bening ,Ram 2gb hdd 320 gb
12/31/19, 10:10 AM;Taataamysha N;baju;FREE;sok dimurahin aja asal ngotak buat taun baruan keterangan nya pc aja ya
12/31/19, 10:10 AM;Taataamysha N;baju;FREE;sok dimurahin aja asal ngotak buat taun baruan keterangan nya pc aja ya
12/30/19, 11:47 PM;Didik Hermansah;LAPTOP LENOVO AMD A8;Rp3,500,000;Laptop Lenovo G41
12/31/19, 8:36 AM;Niam;Laptop Lenovo B40-30;Rp2,500,000;Spesifikasi singkat :
12/31/19, 2:07 AM;Rega Raka Satria;BT / TT INFINIX SMART 3 PLUS;Rp1,250,000;infinix smart 3 plus ram 3/32 ai triple camera
12/30/19, 5:45 PM;Bagus S;Notebook;Rp1;Acer Aspire One Nominus Body mulus 2/160 Nuju utuh acis .bade ical mrah we...
12/30/19, 5:07 PM;Seorang Fitri;Laptop Samsung NP300E4 (DIBELI);Rp300,000;Dicari dan mau dibeli kalau cocok, laptop mati, samsung NP300e4.
12/30/19, 4:13 PM;Arifin;Paket cctv AHD 3 Mega pixel NEW | Garansi Resmi | Siap Pakai Tinggal Pasang;Rp2,000,000;Paket cctv AHD 3 Mega pixel
12/30/19, 11:27 AM;Bagus S;Laptop;Rp1,100,000;Acer Aspire one P531H Kondisi mesin Mulus.body Mulus 2/160GB No Minus Laptop+casan ...
12/30/19, 11:55 AM;Niam;Laptop Asus X441M;Rp3,300,000;Spesifikasi singkat :
12/30/19, 1:34 PM;Arifin;CPU GAMER Build UP Dell Optiplex 980 | Core i5 cpu 750 2.4ghz;Rp2,000,000;CPU Dell Optiplex 980
12/30/19, 2:27 PM;Kai Kyo;Sparepart Laptop, Notebook, Macbook berkualitas;Rp123;Update Sparepart Laptop/Notebook dari Centra Computer
12/31/19, 7:31 AM;AbIey HabiBi AmIey;Laptop acer aspire E5 575;Rp3,800,000;Laptop acer E5 575 Intel core i3 6006U Intel hd graphic 520 up to 2112 mb Ram 4 hdd 500 Batere awet mulus no minus ...
12/31/19, 8:49 AM;Nasrull Bellu Sanga;Tunggal 2019,,6 //////88 nego;Rp88;Vario,2019,,,,6,,,, mhr 88 nego konik Se putoh fon wa pein 083852701740 Komen tk putoh km olle 3ribu
12/31/19, 10:16 AM;Sodik Nur;2017 A.P.C Motor Company Wild Card;Rp15,800,000;2017 A.P.C Motor Company Wild Card · Jarak yang sudah ditempuh 16.858 kilometer
12/31/19, 6:06 AM;Chetem;;;300 ribu sepasang Kondisi baru , bergaransi Lokasi pamekasan
12/31/19, 5:23 AM;Achmad Nur Syoehadak;;;MANFAAT DAN KHASIAT TERAPI GURAH :
12/30/19, 10:54 PM;Yudie Hermawan;;;Bagi yang minat Pasang GiGi palsu Pasang kawat GiGi Pasang permata GiGi Pasang gigi kelinci ...
12/31/19, 6:39 AM;Arif Bareto Lapanlimatiga;Honda 2014 gress;Rp45;Cari tt mnat inbox
12/31/19, 6:43 AM;Nyole Pole;Hp;Rp1,650;Oppo F7 pH + cas ram4/64 / mnos lecet ni.sakoni.karna pemakayan TT BT ok jln 085213511181 wa
12/31/19, 5:30 AM;Tama MI;lenovo ideapad 110-14 isk corei3;Rp3,000,000;- corei3 gen6 - hdd 1T - ram 4 gb - batrei 4 jm - +
12/30/19, 9:11 PM;Khes;Notebook dell;Rp1,200,000;Kelengkapan: Tas notebook, cargher, mouse Keadaan normal Cocok untuk sekolah, kuliah Bisa diuangkan/tt monggo...
12/31/19, 7:28 AM;Eno Bambang;Acer z1402 slim bekas rasa baru;Rp1,900,000;Laptop kinyis kinyis TANPA MINUS sgt terawat Lokasi : Rungkut barata XVII no3 Wa : O8I65523O7 Acer z1402 intel cel 2957U Layar slim 14” dvd slim...
12/31/19, 7:28 AM;Rendy Ef;Laptop Asus X453 Intel N2840 Ram 4GB Windows 10 BU;Rp2,150,000;Laptop Slim Asus X453M Mudah Dibawah kemana mana, bisa buat Kerja, Kuliaj dan Sekolah.
12/31/19, 5:03 AM;Reza Anggara Putra;Jual murah Laptop Bandel Siap Kerja / VGA Amd radeon 8200M 2gb / Ssd 128gb / ram 4gb / Amd E2500;Rp123;Assalamualaikum Baca smp akhir
12/31/19, 10:31 AM;Imam Budianto;CPU Core I3 Built up HP;Rp900,000;Best Deal akhir tahun CPU Core I3 built up merk HP Board merk HP H61 1155 intel Core I3 2120 T hardisk 500 GB...
12/31/19, 5:03 AM;Abdullah Baihaqi;Komputer Core2 Duo Built Up HP;Rp700,000;Dijual cepat Komputer core2 duo Built up merk HP Hardisk 320 GB Memori 2 GB DVDRW...
12/31/19, 5:31 AM;Agustin Nur Fianti;Laptop mulus like new, siap grafis, super ngebut Lenovo Thinkpad X140E;Rp21;Assalamualaikum
12/31/19, 3:27 AM;Didik Hermansah;LAPTOP LENOVO AMD A8;Rp3,500,000;Laptop Lenovo G41
12/30/19, 9:54 PM;Bisri ForeVher;Laptop core i3 murmer cuci gudang;Rp1,850,000;Ready Laptop murah siap kerja/kuliah/UNBK Acer 4738z spek : Intel Core i3 M330 (quadcore) VGA intel Hd...
12/31/19, 4:31 AM;Mas Jeff;Laptop Acer ES1 432 Intel N3350 Mulus Terawat Segel Utuh;Rp123;Laptop Acer ES1 432 Intel N3350 Mulus Terawat Segel Utuh
12/30/19, 9:54 PM;Bisri ForeVher;Laptop superslim mulus cuci gudang;Rp1,750,000;Ready Laptop murah siap kerja/kuliah/UNBK Acer V5-431 spek : Intel Celeron 1007M VGA intel Hd...
12/31/19, 7:28 AM;Abdullah Baihaqi;Komputer AIO HP CORE I5;Rp2,500,000;"Best Deal Akhir Tahun Komputer All In One Core I5 Hardisk 1 Tera Memori 4 GB LAYAR 20""..."
12/31/19, 7:28 AM;Ainin Naim;Vga;Contact Seller;Ready Gan
12/30/19, 8:41 PM;Agus Handoko;Keyboard mechanical;Rp250,000;Jual keyboard mechanical Rexus mx5 No minus, kelengkapan keyboard dan dus. 250 neggooo tipiss
12/30/19, 6:32 PM;Jerangkong Pakai Daster;CORE i3 ram4gb NEGO ALON ALON;Rp2,000,000;Laptop Acer 4739 Intel core i3 Memory 4gb Hardisk 320gb DVDRW...
12/30/19, 7:37 PM;Yunie AS;Jual Asus X441SA intel N3060 Ram 2giga /HDD 500 giga jual murah siap pakai;Rp2,300,000;Jual Laptop merk Asus X441SA, Laptop Siap pakai cocok untuk sekolah / kuliah / kerja.
12/30/19, 8:17 PM;Imam Budianto;Komputer Core I5 Lengkap;Rp1,600,000;Dijual cepat Komputer Core I5 Hardisk 320 GB Memori 2 GB Dvdrw...
12/30/19, 5:50 PM;Moh Ali Ismail;4laptop asus a45v series. Spec,intel corei3-2370m cpu Ram,2gb Hdd,500gb Layar,14in Batray,2jam Vga,M;Rp2,800,000;4laptop asus a45v series. Spec,intel corei3-2370m cpu Ram,2gb Hdd,500gb Layar,14in...
12/30/19, 5:50 PM;Moh Ali Ismail;1laptop Toshiba satellite L745 Spec,intel corei3-2330m cpu Ram,2gb Hdd,500gb Layar,14in Batray,2jam;Rp1,900,000;1laptop Toshiba satellite L745 Spec,intel corei3-2330m cpu Ram,2gb Hdd,500gb Layar,14in...
12/30/19, 4:49 PM;Wahidin Islamianto;LAPTOP IMPIAN MURAH ASUS N550JV MULUS BU LENOVO ROG MSI MAC DELL HP ACER RAZER;Rp6,550,000;"Siapa yang gak KENAL sama unit yang satu ini coba. LAPTOP ""ASUS N550JV"" Hadir disini dengan warna SILVER full body berbahan PREMIUM (ALUMUNIUM) KEREN ABIS. UNIT INI Terkenal sebagai laptop dengan SPEAKER yang mempunyai suara yang jernih. Dengan performa yang SUDAH tidak diragukan lagi. TANPA banyak basa basi lagi, SIKATT. SIAPA CEPAT DIA DAPAT!! - KELENGKAPAN - Laptop ASUS N550JV - Charger Ori ASUS..."
12/30/19, 4:49 PM;Wahidin Islamianto;LAPTOP GAMING MURAH ABIS ROG GL552VW BU MULPIS LENOVO ASUS MSI MAC DELL ACER RAZER;Rp8,950,000;"KEMBALI HADIR, dan UNIT yang PALING BANYAK DIBURU. LAPTOP ""ROG GL552VW"" BODY MULUS BANGET dan UNIT sudah di CLEANING dan MENGGUNAKAN THERMAL PASTA GAMING. KEYBOARD dan LOGO menyala berwana merah keren abis. Tanpa banyak basa basi lagi karena UNIT ini sudah terjamin PERFORMANYA keren abis. Langsung ajah TANCAP GAS. SIAPA CEPAT DIA DAPAT!!!"
12/30/19, 4:49 PM;Rando;ASUS A456UF Gaming Intel core i5;Rp4,250,000;BISMILLAH JUAL LAPTOP ASUS A456UF NOTA MASIH ADA BELUM PERNAH SERVICE SPEK GAMING NO NGELAG-NGELAG DI LENGKAPI NVIDIA
12/30/19, 1:16 PM;Ninoz;Asus k45vd;Rp2,400;Ram 2 Hdd 500 Core i3 Windows 7 Mulus belum pernah servis...
12/30/19, 3:31 PM;Eka Abdi Prasetya;Laptop gaming & desain Elegant;Contact Seller;Laptop gaming & desain Elegant Muluss Gress Original ASUS X45U Amd E2 Vision Apu with Radeon HD Graphics 1,6Ghz Wooow Vga Amd Radeon HD6310 vga memory 931Mb With dedicated Vram 384Mb Ram 2Gb DDR3 GACOR..n Hardisk 500Gb WOOOOWWW Layar 14INCH HD Resolution 1366X768 Dvdrw Webcam Wifi Port 1Hdmi 2Usb (1Usb 3.0 & 1Usb 2.0), Lan Vga dll dan batere Asus original sangat normal 2 sampai 3 Jaman
12/30/19, 12:35 PM;Atika Wafira;Ram 4 acer 4740 normal core i3;Rp1,950,000;Core i3 m330 Ram 4 gb 14 inci Dvd Camera wifi
12/30/19, 12:10 PM;Mas Jeff;"Notebook Lenovo S110 10""Led Ram2GB Normal siap pakai Baterai awet";Rp123;"Notebook Lenovo S110 10""Led Ram2GB Normal siap pakai Baterai awet"
12/30/19, 1:46 PM;Wak Jepp;Lenovo Ideapad 320 AMD A4 9120 Ram4G Normal Siap Pakai;Rp2,600,000;Lenovo Ideapad 320 AMD A4 9120 Ram4G Normal Siap Pakai
12/30/19, 1:16 PM;Mas Jeff;Laptop Acer Gaming Murah core i3 Ram4G Dual VGA INVIDIA 620M 128 Bit kenceng;Rp2,800,000;Acer V5 471G Intel Core i3 3217U Dual VGA INVIDIA GeForce 620M 128 Bit Ngebutt broo + Intel HD Grapichs 4000 14 inch Display LED'' Ram 4GB...
12/30/19, 12:06 PM;Wak Jepp;Laptop Acer Gaming Murah Intel Core i5 Dual VGA Invidia Normal Mantab;Rp2,700,000;Laptop Acer Gaming Murah Intel Core i5 Dual VGA Invidia Normal Mantab
12/30/19, 1:31 PM;Mas Jeff;Laptop Lenovo Core I3 Dual VGA Invidia Geforce 720M 2G Cocok Game/desain Mulus;Rp2,900,000;Lenovo G400S Intel Core I3 3110M 2.40GHz Dual VGA INVIDIA 720M 2G + Intel HD 4000 14 inch Display LED'' Ram 4GB...
12/30/19, 12:23 PM;Wak Jepp;Lenovo Gaming Render G40-70 Core i3 Haswell Ram4G dual VGA AMD R5 M230 2G Terawat;Rp3,100,000;Lenovo Gaming Render G40-70 Core i3 Haswell Ram4G dual VGA AMD R5 M230 2G Terawat
12/30/19, 11:44 AM;Mas Jeff;Asus X540LA Intel Core i3 5005U Broadwell Ram4G Led15,6 Inch FULL HD Bening;Rp3,000,000;Asus X540LA Intel Core i3 5005U Broadwell Ram4G Led15,6 Inch FULL HD Bening
12/30/19, 3:31 PM;Wak Jepp;Toshiba Satellite L745 Core i3 Ram4GB Hdd640GB Setengah Tera Murah Mantab;Rp2,200,000;Toshiba Satellite L745 Core i3 Ram4GB Hdd640GB Setengah Tera Murah Mantab
12/30/19, 1:17 PM;Surabaya Rachmadani;service komputer panggilan;Rp25,000;Komputer anda bermasalah, kami teknisi komputer panggilan siap melayani berbagai macam kerusakan komputer meliputi :
12/30/19, 12:05 PM;Ezif Fahmi Eza;OBRAL AKHIR TAHUN Gan;Rp1,234,567;OBRAL AKHIR TAHUN Gan,,,,
12/31/19, 10:05 AM;Ecosy Corp;Charger/Adaptor Lenovo 30V 3.25A Ori;Rp130,000;Charger/Adaptor Lenovo 30V 3.25A Ori second. Kondisi normal Bergaransi....
12/30/19, 11:01 AM;Mbahe;Kabel HDMI to HDMI bafo;Rp95,000;Lokasi : Mall Dinoyo City Lt2 Toko : MBAHE IT SHOP WA : 089697075551 . ....
12/31/19, 12:55 AM;Skynet Comp;Unit atau pretel boleh acer z1402;Rp123;Unit boleh pretel boleh
12/31/19, 9:49 AM;Ari Sutha;Acer E11 ES1-111;Rp1,500,000;Intel celeron N2840 Intel hd graphics Ram 2gb Harddisk 500gb
12/31/19, 10:23 AM;Ervan FriendsComputer Lumajang;;;X441N Mulus tidak likenew. N3350 2gb 500gb LED bening. Minus baterai drop Rp. 1.650.000,- Free Ongkir Jatim. Friends comp. Jl. IR. h. juanda no. 13 (50m selatan cafe enjoy) LUMAJANG. cek lokasi googlemap...
12/31/19, 10:05 AM;Ecosy Corp;Charger/Adaptor Lenovo 30V 3.25A Ori;Rp130,000;Charger/Adaptor Lenovo 30V 3.25A Ori second. Kondisi normal Bergaransi....
12/30/19, 10:48 PM;Delta Apri;JUAL CEPAT LAPTOP ACER LIKE NEW;Rp3,200,000;JUAL LAPTOP ACER Z476-31TB LIKE NEW PROSESOR CORE I3-6006U ( GEN 6 ) RAM 4 GB / HDD 1 TB LAYAR 14 BATRE AWET ...
12/30/19, 7:08 PM;Wardoyo Agoes;Netbook Acer D255;Rp900;"Acer D255 Intel N550 Led 10'1"" bening Ram 1gb HD 250gb..."
12/30/19, 6:50 PM;Zhar View;Kesing laptop asus A455LJ / X455LJ;FREE;Kesing laptop asus A455LJ / X455LJ...350 Lcd lusning slim pin 30... 450 Keybard ok Kabel flexibel lcd... 150 Kipas dan pendingin... 150...
12/30/19, 7:37 PM;Syafrizal;Mobo Acer E1 431 NORMAL PERAWAN;Rp12,345,678;Mobo Acer E1 431 intel Inside normal prwan + kesing fullset + Kibod normal + dvd + Ram 1 gb 2 keping
12/30/19, 6:46 PM;BerkahKomputer;;;*** GRUP BERBAYAR KHUSUS TEKHNISI LAPTOP/NOTEBOOK *** ..
12/30/19, 4:59 PM;Kasper;Acer Aspire A315-41 Ryzen 5 Vega 8.;Rp5,500,000;Acer Aspire A315-41 Spesifikasi : - AMD Ryzen 5 2500U – Up to 3,6GHz 4C/8T - Vega 8 - 8GB DDR4...
12/30/19, 4:22 PM;Dwi Sutrisno;;;"Ready ... Led 14"" tebel 4ekor @300rb"
12/30/19, 4:01 PM;Jokul Leptop;Kesing Hp Pavillion G4;Rp1;Jual kesing Hp pavillion G4
12/30/19, 12:34 PM;Rifan Rifan;Casing Laptop Asus X453M fullset;Rp300,000;Kondisi fisik kemulusan 95% Engsel ok aman kokoh bukan bekas repair
12/30/19, 12:20 PM;Rizqi Arca Comp;Cashing bosku;Rp250;Cashing-cashing
12/30/19, 2:13 PM;Endy Aries Kurniawan;Hp folio 9480;Rp3,500,000;Hp elite book Folio 9480m Proc intel core i5 gen 4 haswel Ram 4gb Hdd 320...
12/30/19, 3:08 PM;Arief Soetikno;Hardisk laptop 250G sata Toshiba, sudah di test di Windows normal;Rp170,000;Good Condition, original sudah ditest normal jaya garansi 1 minggu Hardisk laptop 250gb sata Toshiba
12/30/19, 1:59 PM;Arief Soetikno;Memory laptop Sodimm ddr3 Pc10600 2GB Micron, 4GB Vgen;Rp75,000;Good Condition, original sudah ditest normal jaya garansi 1 minggu Sodimm Ddr3 pc10600 2gb Micron = 75.000 Sodimm ddr3 pc10600 4gb Vgen = 150.000
12/31/19, 5:59 AM;Chetem;;;300 ribu sepasang Kondisi baru , bergaransi Lokasi pamekasan
12/31/19, 5:34 AM;Batos Djogo;;;PROMO KHUSUS 1 HARI. 31 DESEMBER 2019 SPESIAL MENYAMBUT TAHUN BARU HARGA SERBA 500RB - 750RB
12/31/19, 10:05 AM;Ecosy Corp;Charger/Adaptor Lenovo 30V 3.25A Ori;Rp130,000;Charger/Adaptor Lenovo 30V 3.25A Ori second. Kondisi normal Bergaransi....
12/30/19, 2:23 PM;Kai Kyo;Sparepart Laptop, Notebook, Macbook berkualitas;Rp123;Update Sparepart Laptop/Notebook dari Centra Computer
12/31/19, 10:04 AM;Ecosy Corp;Charger/Adaptor Lenovo 30V 3.25A Ori;Rp130,000;Charger/Adaptor Lenovo 30V 3.25A Ori second. Kondisi normal Bergaransi....
